# Weather station Yahotyn, Ukraine, WMO_ID=33356,selection from 27.10.2017 till 27.10.2018, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ua 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ua/archive.php?wmo_id=33356&lang=en
#
"Local time in Yahotyn";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.01.2018 05:00";"3.1";"743.0";"754.6";"";"96";"Wind blowing from the south-east";"4";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";"";
"04.01.2018 02:00";"3.0";"743.7";"755.3";"";"94";"Wind blowing from the south-east";"6";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";"";
"03.01.2018 23:00";"3.0";"743.7";"755.3";"";"94";"Wind blowing from the south-east";"6";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";"";
"03.01.2018 20:00";"3.5";"744.5";"756.1";"";"95";"Wind blowing from the south-east";"5";"";"";"";" ";"Drizzle.";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"03.01.2018 17:00";"3.9";"744.5";"756.1";"";"95";"Wind blowing from the south-east";"4";"";"";"";" ";"Drizzle.";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"03.01.2018 14:00";"4.1";"745.2";"756.8";"";"92";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"03.01.2018 11:00";"3.3";"746.7";"758.3";"";"93";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"03.01.2018 08:00";"1.9";"748.1";"759.8";"";"94";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"03.01.2018 05:00";"1.9";"748.1";"759.8";"";"94";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"03.01.2018 02:00";"1.9";"748.9";"760.6";"";"94";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"02.01.2018 23:00";"2.2";"749.6";"761.3";"";"91";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"02.01.2018 20:00";"2.4";"749.6";"761.3";"";"89";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"02.01.2018 17:00";"2.6";"749.6";"761.3";"";"82";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 14:00";"2.1";"749.6";"761.3";"";"82";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 11:00";"1.3";"750.3";"762.1";"";"86";"Wind blowing from the south";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"02.01.2018 08:00";"0.8";"749.5";"761.3";"";"92";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"02.01.2018 05:00";"0.5";"749.5";"761.3";"";"94";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"02.01.2018 02:00";"0.2";"750.3";"762.1";"";"96";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"01.01.2018 23:00";"0.5";"749.5";"761.3";"";"96";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";"";
"01.01.2018 20:00";"0.9";"750.3";"762.1";"";"94";"Wind blowing from the south";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"01.01.2018 17:00";"1.9";"750.4";"762.1";"";"87";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"01.01.2018 14:00";"2.7";"749.6";"761.3";"";"84";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"01.01.2018 11:00";"1.7";"750.4";"762.1";"";"92";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"01.01.2018 08:00";"0.7";"749.5";"761.3";"";"96";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";"";
"01.01.2018 05:00";"0.3";"748.8";"760.6";"";"94";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"01.01.2018 02:00";"0.3";"748.8";"760.6";"";"94";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"31.12.2017 23:00";"0.1";"748.0";"759.8";"";"94";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"31.12.2017 20:00";"0.5";"748.0";"759.8";"";"90";"Wind blowing from the south";"1";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"31.12.2017 17:00";"0.9";"748.1";"759.8";"";"83";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 14:00";"1.7";"748.1";"759.8";"";"72";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 11:00";"1.3";"749.5";"761.3";"";"90";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"31.12.2017 08:00";"-0.6";"749.5";"761.3";"";"94";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"31.12.2017 05:00";"1.3";"749.5";"761.3";"";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 02:00";"1.7";"750.4";"762.1";"";"85";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.12.2017 23:00";"2.1";"750.4";"762.1";"";"83";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.12.2017 20:00";"2.7";"749.6";"761.3";"";"82";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.12.2017 17:00";"3.1";"748.1";"759.8";"";"86";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.12.2017 14:00";"3.7";"746.7";"758.3";"";"95";"Wind blowing from the north-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"30.12.2017 11:00";"4.1";"746.7";"758.3";"";"95";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";"";
"30.12.2017 08:00";"3.4";"745.2";"756.8";"";"97";"Wind blowing from the south";"1";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";"";
"30.12.2017 05:00";"3.5";"744.5";"756.1";"";"95";"Wind blowing from the east";"5";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.12.2017 02:00";"5.1";"745.3";"756.8";"";"95";"Wind blowing from the east";"7";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"29.12.2017 23:00";"5.1";"746.1";"757.6";"";"95";"Wind blowing from the south-east";"5";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"29.12.2017 20:00";"5.3";"745.3";"756.8";"";"95";"Wind blowing from the south-east";"4";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"29.12.2017 17:00";"6.7";"746.1";"757.6";"";"77";"Wind blowing from the south-east";"5";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.12.2017 14:00";"7.9";"746.2";"757.6";"";"64";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.12.2017 11:00";"7.1";"746.1";"757.6";"";"64";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.12.2017 08:00";"5.5";"746.1";"757.6";"";"75";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.12.2017 05:00";"5.7";"746.1";"757.6";"";"86";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"29.12.2017 02:00";"5.9";"746.1";"757.6";"";"86";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"28.12.2017 23:00";"5.9";"746.1";"757.6";"";"95";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"28.12.2017 20:00";"6.8";"745.3";"756.8";"";"97";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"28.12.2017 17:00";"5.5";"745.3";"756.8";"";"92";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"28.12.2017 14:00";"4.5";"745.3";"756.8";"";"95";"Wind blowing from the south-east";"2";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";"";
"28.12.2017 11:00";"1.9";"745.9";"757.6";"";"100";"Wind blowing from the south-east";"3";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";
"28.12.2017 08:00";"0.5";"745.9";"757.6";"";"100";"Wind blowing from the south-east";"3";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";
"28.12.2017 05:00";"1.0";"745.1";"756.8";"";"100";"Wind blowing from the south-east";"3";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";
"28.12.2017 02:00";"1.1";"745.9";"757.6";"";"100";"Wind blowing from the south";"3";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";
"27.12.2017 23:00";"1.7";"745.9";"757.6";"";"100";"Wind blowing from the south";"3";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";
"27.12.2017 20:00";"2.5";"745.2";"756.8";"";"96";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"27.12.2017 17:00";"4.0";"744.5";"756.1";"";"89";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"27.12.2017 14:00";"4.9";"743.8";"755.3";"";"84";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"27.12.2017 11:00";"4.7";"745.3";"756.8";"";"93";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"27.12.2017 08:00";"3.7";"745.2";"756.8";"";"95";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";"";
"27.12.2017 05:00";"3.7";"746.0";"757.6";"";"97";"Wind blowing from the south";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"27.12.2017 02:00";"3.3";"746.7";"758.3";"";"97";"Wind blowing from the south";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";"";
"26.12.2017 23:00";"2.7";"747.4";"759.1";"";"93";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"26.12.2017 20:00";"3.9";"748.2";"759.8";"";"87";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 17:00";"6.2";"748.3";"759.8";"";"78";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 14:00";"8.4";"749.2";"760.6";"";"67";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 11:00";"6.4";"751.2";"762.8";"";"76";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 08:00";"3.9";"751.9";"763.6";"";"99";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"26.12.2017 05:00";"3.1";"751.9";"763.6";"";"99";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"26.12.2017 02:00";"1.3";"751.8";"763.6";"";"98";"Wind blowing from the south";"3";"";"";"";" ";"Drizzle.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"25.12.2017 23:00";"1.3";"752.5";"764.3";"";"94";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"25.12.2017 20:00";"1.9";"751.0";"762.8";"";"94";"Wind blowing from the north-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"25.12.2017 17:00";"2.7";"748.9";"760.6";"";"93";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"25.12.2017 14:00";"4.2";"746.0";"757.6";"";"95";"Wind blowing from the north-west";"4";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"25.12.2017 11:00";"4.7";"743.1";"754.6";"";"93";"Wind blowing from the north-west";"5";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";"";
"25.12.2017 08:00";"3.5";"742.3";"753.8";"";"95";"Wind blowing from the south-west";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"25.12.2017 05:00";"1.7";"743.0";"754.6";"";"92";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"25.12.2017 02:00";"0.3";"744.4";"756.1";"";"84";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.12.2017 23:00";"0.7";"743.6";"755.3";"";"79";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.12.2017 20:00";"1.7";"742.2";"753.8";"";"69";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.12.2017 17:00";"3.5";"740.1";"751.6";"";"81";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.12.2017 14:00";"5.7";"736.4";"747.8";"";"86";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.12.2017 11:00";"3.5";"734.9";"746.3";"";"95";"Wind blowing from the west";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"24.12.2017 08:00";"0.7";"736.2";"747.8";"";"94";"Wind blowing from the south-west";"5";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"24.12.2017 05:00";"-1.0";"739.9";"751.6";"";"95";"Wind blowing from the south-west";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"24.12.2017 02:00";"-1.8";"744.3";"756.1";"";"79";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.12.2017 23:00";"-1.4";"747.3";"759.1";"";"86";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.12.2017 20:00";"-1.8";"749.4";"761.3";"";"87";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.12.2017 17:00";"-1.3";"750.2";"762.1";"";"80";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.12.2017 14:00";"-0.4";"749.5";"761.3";"";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.12.2017 11:00";"-1.0";"749.4";"761.3";"";"97";"Wind blowing from the west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";"";
"23.12.2017 08:00";"-1.6";"748.7";"760.6";"";"96";"Wind blowing from the north-east";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";"";
"23.12.2017 05:00";"-1.8";"748.7";"760.6";"";"94";"Wind blowing from the west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"23.12.2017 02:00";"-1.6";"749.4";"761.3";"";"92";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"22.12.2017 23:00";"-0.8";"750.2";"762.1";"";"87";"Wind blowing from the west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"22.12.2017 20:00";"-0.4";"751.0";"762.8";"";"96";"Wind blowing from the west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"22.12.2017 17:00";"-0.2";"751.0";"762.8";"";"96";"Wind blowing from the west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"22.12.2017 14:00";"-0.4";"751.0";"762.8";"";"96";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"22.12.2017 11:00";"-1.8";"751.7";"763.6";"";"94";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"22.12.2017 08:00";"-2.5";"752.3";"764.3";"";"96";"Wind blowing from the south-west";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"22.12.2017 05:00";"-3.2";"753.1";"765.1";"";"95";"Wind blowing from the south";"2";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"22.12.2017 02:00";"-3.2";"755.3";"767.3";"";"95";"Wind blowing from the south";"2";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"21.12.2017 23:00";"-3.6";"756.0";"768.1";"";"94";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"21.12.2017 20:00";"-4.0";"757.5";"769.6";"";"96";"Wind blowing from the south-east";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"21.12.2017 17:00";"-3.2";"758.2";"770.3";"";"95";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"21.12.2017 14:00";"-2.2";"759.0";"771.1";"";"91";"Wind blowing from the south-west";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"21.12.2017 11:00";"-2.0";"760.5";"772.6";"";"91";"Wind blowing from the south-west";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"21.12.2017 08:00";"-2.6";"760.5";"772.6";"";"96";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";"";
"21.12.2017 05:00";"-3.0";"760.5";"772.6";"";"93";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"21.12.2017 02:00";"-3.4";"760.5";"772.6";"";"94";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"20.12.2017 23:00";"-2.6";"760.5";"772.6";"";"93";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"20.12.2017 20:00";"-2.6";"759.0";"771.1";"";"93";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"20.12.2017 17:00";"-2.8";"758.2";"770.3";"";"91";"Wind blowing from the north-east";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"20.12.2017 14:00";"-2.8";"757.5";"769.6";"";"80";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.12.2017 11:00";"-4.4";"756.7";"768.8";"";"91";"Wind blowing from the south-east";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"20.12.2017 08:00";"-3.0";"755.3";"767.3";"";"95";"Wind blowing from the south-west";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";"";
"20.12.2017 05:00";"-2.6";"753.8";"765.8";"";"93";"Wind blowing from the south-west";"2";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"20.12.2017 02:00";"-2.2";"753.1";"765.1";"";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"19.12.2017 23:00";"-2.0";"753.1";"765.1";"";"94";"Wind blowing from the south-west";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"19.12.2017 20:00";"-1.8";"751.7";"763.6";"";"92";"Wind blowing from the south-west";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"19.12.2017 17:00";"-1.8";"750.9";"762.8";"";"94";"Wind blowing from the south-west";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"19.12.2017 14:00";"-1.2";"749.4";"761.3";"";"97";"Wind blowing from the west";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"19.12.2017 11:00";"-1.0";"748.0";"759.8";"";"97";"Wind blowing from the south-west";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"19.12.2017 08:00";"-1.4";"746.5";"758.3";"";"96";"Wind blowing from the south-west";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"19.12.2017 05:00";"-1.6";"744.3";"756.1";"";"96";"Wind blowing from the south-west";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";"";
"19.12.2017 02:00";"-1.2";"743.5";"755.3";"";"95";"Wind blowing from the south-west";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";"";
"18.12.2017 23:00";"-0.1";"742.1";"753.8";"";"96";"Wind blowing from the north-west";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";"";
"18.12.2017 20:00";"0.1";"741.4";"753.1";"";"96";"Wind blowing from the north-west";"3";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"18.12.2017 17:00";"0.1";"741.4";"753.1";"";"96";"Wind blowing from the east";"4";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";"";
"18.12.2017 14:00";"0.1";"742.1";"753.8";"";"96";"Wind blowing from the north-east";"4";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"18.12.2017 11:00";"0.1";"745.1";"756.8";"";"96";"Wind blowing from the north-east";"4";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";"";
"18.12.2017 08:00";"0.1";"746.5";"758.3";"";"96";"Wind blowing from the north-east";"5";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
